"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CFRXW","ContraFect Corporation","0.74","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrxw",
"CTRV","ContraVir Pharmaceuticals Inc","0.89","$24.29M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","7.28","$174.65M","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","34.89","$4.2B","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"COYN","COPsync, Inc.","1.81","$7.62M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coyn",
"COYNW","COPsync, Inc.","0.6","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/coynw",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","1.16","$43.62M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","3.86","$419.88M","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","3.86","$25.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CORE","Core-Mark Holding Company, Inc.","74.04","$1.71B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORI","Corium International, Inc.","4.94","$109.76M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","25.31","$1.38B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRVL","CorVel Corp.","42.09","$824M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"COSI","Cosi, Inc.","0.64","$30.75M","2002","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"CSGP","CoStar Group, Inc.","157.71","$5.12B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","148.65","$65.37B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","2.25","$10.21M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","19.35","$111.29M","2015","n/a","n/a","http://www.nasdaq.com/symbol/icbk",
"CVTI","Covenant Transportation Group, Inc.","22.02","$397.6M","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COVS","Covisint Corporation","1.82","$73.58M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/covs",
"COWN","Cowen Group, Inc.","2.965","$317.55M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Group, Inc.","22.413","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl",
"PMTS","CPI Card Group Inc.","7.81","$441.08M","2015","Finance","Finance Companies","http://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","2.15","$28.38M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","16.72","$149.95M","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","133.73","$3.2B","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","7.76","$148.77M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","33.63","$1.37B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","176","$3.63B","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"GLDI","Credit Suisse AG","10.78","$145.8M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/gldi",
"CREE","Cree, Inc.","29.23","$2.95B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","10.19","$511.17M","1997","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy",
"CRTO","Criteo S.A.","34.39","$2.37B","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","9.14","$673.24M","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"CCRN","Cross Country Healthcare, Inc.","11.15","$363.2M","2001","Technology","Professional Services","http://www.nasdaq.com/symbol/ccrn",
"XRDC","Crossroads Capital, Inc.","2.61","$25.26M","2011","n/a","n/a","http://www.nasdaq.com/symbol/xrdc",
"CRDS","Crossroads Systems, Inc.","0.2121","$5.2M","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CRWS","Crown Crafts, Inc.","8.234","$82.31M","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CRWN","Crown Media Holdings, Inc.","4.21","$1.51B","2000","Consumer Services","Television Services","http://www.nasdaq.com/symbol/crwn",
"CYRX","CryoPort, Inc.","1.57","$11.34M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cyrx",
"CYRXW","CryoPort, Inc.","0.5899","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cyrxw",
"CSGS","CSG Systems International, Inc.","37.44","$1.22B","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/csgs",
"CCLP","CSI Compressco LP","4.2","$139.38M","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp",
"CSPI","CSP Inc.","5.5699","$20.54M","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/cspi",
"CSWI","CSW Industrials, Inc.","32.2","$501.78M","n/a","Basic Industries","Home Furnishings","http://www.nasdaq.com/symbol/cswi",
"CSX","CSX Corporation","24.19","$23.3B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/csx",
"CTCM","CTC Media, Inc.","1.89","$295.04M","2006","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ctcm",
"CTIC","CTI BioPharma Corp.","0.3391","$78.58M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CTIB","CTI Industries Corporation","4.98","$16.44M","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CTRP","Ctrip.com International, Ltd.","37.13","$11.62B","2003","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ctrp",
"CUNB","CU Bancorp (CA)","22.04","$375.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cunb",
"CUI","CUI Global, Inc.","6.72","$139.81M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/cui",
"CPIX","Cumberland Pharmaceuticals Inc.","4.63","$76.18M","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpix",
"CMLS","Cumulus Media Inc.","0.2996","$70.05M","1998","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cmls",
"CRIS","Curis, Inc.","1.44","$184.89M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","10.83","$140.02M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cutr",
"CVBF","CVB Financial Corporation","14.86","$1.58B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvbf",
"CVV","CVD Equipment Corporation","8.1","$50M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","4.12","$23.06M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"CYBR","CyberArk Software Ltd.","32.78","$1.04B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cybr",
"CYBE","CyberOptics Corporation","8.74","$58.83M","1987","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/cybe",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.3101","$10.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.36","$1.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CBAY","Cymabay Therapeutics Inc.","1.06","$24.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbay",
"CYNA","Cynapsus Therapeutics Inc.","13.51","$165.88M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyna",
"CYNO","Cynosure, Inc.","35.14","$798.58M","2005","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cyno",
"CY","Cypress Semiconductor Corporation","6.55","$2.19B","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","1.36","$42.7M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyrn",
"CONE","CyrusOne Inc","35.76","$2.37B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cone",
"CYTK","Cytokinetics, Incorporated","7.02","$272.71M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","12.05","$434.09M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctmx",
"CYTX","Cytori Therapeutics Inc","0.133","$21.08M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cytx",
"CTSO","Cytosorbents Corporation","3.53","$89.54M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ctso",
"CYTR","CytRx Corporation","2.5","$166.2M","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DJCO","Daily Journal Corp. (S.C.)","189.85","$262.13M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/djco",
"DAKT","Daktronics, Inc.","7.73","$339.78M","1994","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/dakt",
"DAIO","Data I/O Corporation","2.12","$16.84M","1981","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio",
"DTLK","Datalink Corporation","6.42","$149.29M","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dtlk",
"DRAM","Dataram Corporation","0.81","$3.34M","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/dram",
"DWCH","Datawatch Corporation","4.6","$53.67M","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"PLAY","Dave & Buster&#39;s Entertainment, Inc.","33.47","$1.39B","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/play",
"DTEA","DAVIDsTEA Inc.","9.07","$217.61M","2015","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/dtea",
"DWSN","Dawson Geophysical Company","2.95","$63.64M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dwsn",
"DBVT","DBV Technologies S.A.","23.32","$893.65M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dbvt",
"DHRM","Dehaier Medical Systems Limited","1.87","$10.93M","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DFRG","Del Frisco&#39;s Restaurant Group, Inc.","14.99","$349.37M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dfrg",
"TACO","Del Taco Restaurants, Inc.","8.68","$336.81M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/taco",
"TACOW","Del Taco Restaurants, Inc.","1.97","n/a","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tacow",
"DCTH","Delcath Systems, Inc.","0.2724","$5.93M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"DGAS","Delta Natural Gas Company, Inc.","21.43","$151.6M","1981","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/dgas",
"DELT","Delta Technology Holdings Limited","0.99","$9.47M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/delt",
"DELTW","Delta Technology Holdings Limited","0.063","n/a","2013","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/deltw",
"DENN","Denny&#39;s Corporation","9.38","$755.53M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/denn",
"XRAY","DENTSPLY International Inc.","54.73","$7.65B","1987","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/xray",
"DEPO","Depomed, Inc.","16.07","$971.94M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/depo",
"DSCI","Derma Sciences, Inc.","3.05","$78.71M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DERM","Dermira, Inc.","21.45","$641.76M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/derm",
"DEST","Destination Maternity Corporation","6.83","$94.65M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dest",
"DXLG","Destination XL Group, Inc.","4.15","$210.87M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dxlg",
"DSWL","Deswell Industries, Inc.","1.17","$18.79M","1995","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl",
"DTRM","Determine, Inc. ","1.9741","$21.98M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dtrm",
"DXCM","DexCom, Inc.","56.12","$4.56B","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dxcm",
"DHXM","DHX Media Ltd.","4.78","$148M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dhxm",
"DMND","Diamond Foods, Inc.","35.12","$1.11B","2005","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dmnd",
"DHIL","Diamond Hill Investment Group, Inc.","182.5","$621.84M","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/dhil",
"FANG","Diamondback Energy, Inc.","69.13","$4.61B","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/fang",
"DCIX","Diana Containerships Inc.","0.3902","$28.83M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/dcix",
"DRNA","Dicerna Pharmaceuticals, Inc.","5.43","$111.82M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drna",
"DFBG","Differential Brands Group Inc.","5.19","$12.1M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dfbg",
"DGII","Digi International Inc.","8.27","$213.41M","1989","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","28.55","$254.35M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","4.72","$91.64M","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","5.07","$26.27M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","1.21","$79.95M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","16.63","$620.31M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
"DMTX","Dimension Therapeutics, Inc.","6.04","$150.98M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dmtx",
"DIOD","Diodes Incorporated","18.15","$881.92M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DPRX","Dipexium Pharmaceuticals, Inc.","7.6","$78.29M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dprx",
"DISCA","Discovery Communications, Inc.","25","$10.76B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","24.3","$10.46B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","24.44","$10.52B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck",
"DSCO","Discovery Laboratories, Inc.","2.29","$1.31M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DISH","DISH Network Corporation","43.31","$20.06B","1995","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","7.58","$47.44M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","1.58","$41.53M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","3.15","$30.61M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"DNBF","DNB Financial Corp","28.5","$80.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","75.23","$17.66B","1995","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","14.53","$407.93M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","13.64","$382.95M","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","9.93","$304.61M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","41.59","$1.48B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm",
"EAGL","Double Eagle Acquisition Corp.","9.59","$599.38M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eagl",
"EAGLU","Double Eagle Acquisition Corp.","9.98","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eaglu",
"EAGLW","Double Eagle Acquisition Corp.","0.48","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eaglw",
"DDAY","DraftDay Fantasy Sports, Inc.","0.25","$6.29M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/dday",
"DRWI","DragonWave Inc","1.79","$5.41M","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DRWIW","DragonWave Inc","0.0039","$31058.63","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwiw",
"DWA","Dreamworks Animation SKG, Inc.","20.85","$1.79B","2004","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dwa",
"DRYS","DryShips Inc.","0.1066","$71.64M","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"DSKX","DS Healthcare Group, Inc.","1.65","$31.72M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"DSPG","DSP Group, Inc.","8.51","$184.18M","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"CADT","DT Asia Investments Limited","10.07","$89.9M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cadt",
"CADTR","DT Asia Investments Limited","0.2","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cadtr",
"CADTU","DT Asia Investments Limited","10.2512","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cadtu",
"CADTW","DT Asia Investments Limited","0.1","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cadtw",
"DTSI","DTS, Inc.","21.91","$378.24M","2003","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dtsi",
"DLTH","Duluth Holdings Inc.","14.99","$484.42M","2015","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/dlth",
"DNKN","Dunkin&#39; Brands Group, Inc.","41.96","$3.89B","2011","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DRRX","Durect Corporation","1.05","$126.55M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","13.62","$196.11M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"BOOM","Dynamic Materials Corporation","6.04","$85.73M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DYSL","Dynasil Corporation of America","1.37","$22.78M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.75","$7.35M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","18.97","$728.93M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","21.15","$6.2B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"EBMT","Eagle Bancorp Montana, Inc.","11.27","$42.57M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","45.99","$1.54B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","0.4699","$17.97M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"EGRX","Eagle Pharmaceuticals, Inc.","57.68","$899.22M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/egrx",
"ELNK","EarthLink Holdings Corp.","5.61","$582.63M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"EWBC","East West Bancorp, Inc.","28.89","$4.16B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EACQ","Easterly Acquisition Corp.","9.68","$242M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eacq",
"EACQU","Easterly Acquisition Corp.","9.85","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eacqu",
"EACQW","Easterly Acquisition Corp.","0.37","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/eacqw",
"EML","Eastern Company (The)","15.25","$95.26M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"EVBS","Eastern Virginia Bankshares, Inc.","6.746","$87.9M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbs",
"EBAY","eBay Inc.","22.49","$26.51B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix, Inc.","31.92","$1.08B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","5.43","$23.98M","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","24.34","$753.19M","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","0.9","$10.01M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","34.78","$3.22B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","9.59","$41.15M","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ECAC","E-compass Acquisition Corp.","9.99","$53.05M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/ecac",
"ECACR","E-compass Acquisition Corp.","0.2201","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/ecacr",
"ECACU","E-compass Acquisition Corp.","10.2","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/ecacu",
"ESES","Eco-Stim Energy Solutions, Inc.","2.18","$29.53M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/eses",
"EDAP","EDAP TMS S.A.","3.5","$87.35M","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EDGE","Edge Therapeutics, Inc.","6.9","$198.79M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/edge",
"EDGW","Edgewater Technology, Inc.","7.01","$82.5M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EDIT","Editas Medicine, Inc.","15.4","$549.77M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/edit",
"EDUC","Educational Development Corporation","9.95","$40.43M","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EFUT","eFuture Holding Inc.","5.67","$27.55M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Corporation","3.83","$103.67M","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EGLT","Egalet Corporation","8.04","$201.48M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","9.83","$178.09M","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"LOCO","El Pollo Loco Holdings, Inc.","10.98","$420.36M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/loco",
"EMITF","Elbit Imaging Ltd.","0.7288","$20.09M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","80.672","$3.45B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ERI","Eldorado Resorts, Inc.","9.23","$428.68M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/eri",
"ELRC","Electro Rent Corporation","9.01","$217.39M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","6.86","$213.53M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","59.25","$18.33B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","36.65","$1.75B","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.31","$11.24M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"ELEC","Electrum Special Acquisition Corporation","9.62","$240.5M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elec",
"ELECU","Electrum Special Acquisition Corporation","9.89","$247.25M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecu",
"ELECW","Electrum Special Acquisition Corporation","0.16","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/elecw",
"EBIO","Eleven Biotherapeutics, Inc.","0.273","$5.35M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ebio",
"RDEN","Elizabeth Arden, Inc.","5.64","$168.91M","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
